name,description,address1,address2,address3,city,county,postcode,country,animal,pet_name,renewal_date,date,outward_code,Type of Property,Current Manager,Status
Immaculate 2-Bed Villa in Shrewsbury,"Situated in Shrewsbury in the Shropshire region, Immaculate 2-Bed Villa in Shrewsbury features accommodation with free WiFi and free private parking.",5 Thorns Grove,,,Shrewsbury,Shropshire,SY3 5BY,UK,,,,,SY3,Villa,,Entire Home
Creamore Grove Wem Shrewsbury,"Located in Wem, Creamore Grove Wem Shrewsbury is a recently renovated accommodation, 39 km from Telford International Centre and 42 km from Ironbridge...",Whitchurch Road,,,Wem,Shropshire,SY4 5AQ,UK,,,,,SY4,Holiday home,Hosted by Charlotte,Entire Home
Orchard Cottage,"Orchard Cottage, a property with a garden, is situated in Shrewsbury, 40 km from Telford International Centre, 43 km from Ironbridge Gorge, as well as 45...",Shrewsbury,,,Shrewsbury,Shropshire,SY4 5RT,UK,,,,,SY4,Holiday home,,Entire Home
Shrewsbury Townhouse with Open Plan Living,"Located 24 km from Telford International Centre, Shrewsbury Townhouse with Open Plan Living provides accommodation with free WiFi and free private parking.",1 Old Heath 7 Hansas,,,Shrewsbury,Shropshire,SY1 4SG,UK,,,,,SY1,Holiday home,,Entire Home
Large Country Farmhouse with Hot Tub and Shropshire Hills View,"Situated 46 km from Telford International Centre, 23 km from Shrewsbury Cathedral and 27 km from Clun Castle, Large Country Farmhouse with Hot Tub and...",Santley Farm,,,Minsterley,Shropshire,SY5 0LD,UK,,,,,SY5,Holiday home,,Entire Home
The Dairy - Uk10957,"The Dairy - Uk10957, a property with a garden, is set in Walford, 42 km from Ironbridge Gorge, 18 km from Shrewsbury Cathedral, as well as 20 km from...",Walford,,,Walford,Shropshire,SY4 3SA,UK,,,,,SY4,Holiday home,,Entire Home
The Patches,"36 km from Telford International Centre in Shrewsbury, The Patches provides accommodation with access to a hot tub and fitness room.",Yockleton,,,Shrewsbury,Shropshire,SY5 9PQ,UK,,,,,SY5,Holiday home,,Entire Home
St. John’s hill - with parking,"Situated in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, St.",37 Saint John's Hill,,,Shrewsbury,Shropshire,SY1 1JQ,UK,,,,,SY1,Holiday home,Hosted by Jonathan,Entire Home
Pass the Keys Superb space in the idyllic village of Loppington,"Offering a garden and garden view, Pass the Keys Superb space in the idyllic village of Loppington is located in Shrewsbury, 44 km from Ironbridge Gorge...",Shrewsbury,,,Shrewsbury,Shropshire,SY4 5UL,UK,,,,,SY4,Apartment,,Entire Apartment
The Loft,"The Loft, a property with a garden, is located in Aston Pigott, 45 km from Telford International Centre, 20 km from Shrewsbury Cathedral, as well as 27 km...",Aston Pigott,,,Aston Pigott,Shropshire,SY5 9HG,UK,,,,,SY5,Apartment,,Entire Apartment
Riverdale,"Set 26 km from Telford International Centre, 1.8 km from Shrewsbury Cathedral and 7.",Shrewsbury,,,Shrewsbury,Shropshire,SY2 5EE,UK,,,,,SY2,Holiday home,,Entire Home
The Parlour - Uk10958,"The Parlour - Uk10958, a property with a garden, is set in Walford, 18 km from Shrewsbury Cathedral, 20 km from Whittington Castle, as well as 25 km from...",Walford,,,Walford,Shropshire,SY4 3SA,UK,,,,,SY4,Holiday home,,Entire Home
Birchwood House,"Situated in Church Stretton and only 28 km from Ironbridge Gorge, Birchwood House features accommodation with city views, free WiFi and free private...",Birchwood House,Clive Avenue,,Church Stretton,Shropshire,SY6 7BS,UK,,,,,SY6,Apartment,,Entire Apartment
Cherry Pod,"Located 29 km from Ironbridge Gorge, Cherry Pod provides accommodation with free WiFi and free private parking. The property is around 5.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 8BQ,UK,,,,,SY5,Holiday home,,Entire Home
"Holiday Inn Express Shrewsbury, an IHG Hotel","Just off the A5, on the outskirts of Shrewsbury, this air-conditioned hotel features large, modern bedrooms, a contemporary restaurant and conference...",Shrewsbury Business Park,Sitka Drive,,Shrewsbury,Shropshire,SY2 6LG,UK,,,,,SY2,Hotel,,
Shrewsbury Townhouse with Parking,"Located in Harlescott and only 24 km from Telford International Centre, Shrewsbury Townhouse with Parking provides accommodation with quiet street views,...",1 Old Heath,,,Harlescott,Shropshire,SY1 4SB,UK,,,,,SY1,Holiday home,,Entire Home
Cherry Pod,"Located 29 km from Ironbridge Gorge, Cherry Pod provides accommodation with free WiFi and free private parking. The property is around 5.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 8BQ,UK,,,,,SY5,Holiday home,,Entire Home
Byre Cottage,"Byre Cottage, a property with barbecue facilities, is located in Nesscliffe, 39 km from Telford International Centre, 14 km from Shrewsbury Cathedral, as...",Nesscliffe,,,Nesscliffe,Shropshire,SY4 1AX,UK,,,,,SY4,Holiday home,,Entire Home
Corbett Cottage,"Corbett Cottage, a property with a garden, is situated in Plealey, 15 km from Attingham Park, 30 km from Whittington Castle, as well as 33 km from Stokesay...",Plealey,,,Plealey,,SY5 0XP,UK,,,,,SY5,Holiday home,,Entire Home
Shepherds Cottage,"Featuring garden views, Shepherds Cottage provides accommodation with a patio, around 36 km from Telford International Centre.",Shepherds Cottage,,,Shrewsbury,Shropshire,SY4 2LE,UK,,,,,SY4,Holiday home,,Entire Home
"Pass the Keys Charming 2 bedroom town house, perfectly located","Pass the Keys Charming 2 bedroom town house, perfectly located is set in Shrewsbury, 27 km from Telford International Centre, 400 metres from Shrewsbury...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 1NQ,UK,,,,,SY1,Holiday home,,Entire Home
The Willows,"Situated in Church Stretton in the Shropshire region and Ironbridge Gorge reachable within 17 km, The Willows features accommodation with free WiFi,...",Church Stretton,,,Church Stretton,Shropshire,SY6 7LH,UK,,,,,SY6,Holiday home,,Entire Home
Pass the Keys Luxury 5 bedroom Riverside home in town centre,"Offering a garden and garden view, Pass the Keys Luxury 5 bedroom Riverside home in town centre is located in Shrewsbury, 25 km from Ironbridge Gorge and...",Shrewsbury,,,Shrewsbury,Shropshire,SY3 7AQ,UK,,,,,SY3,Holiday home,,Entire Home
The Shooting Lodge,"The Shooting Lodge, a property with a garden, is located in Acton Scott, 49 km from Telford International Centre, 9.",Acton Scott,,,Acton Scott,Shropshire,SY6,UK,,,,,SY6,Holiday home,,Entire Home
Sunday School House,"Sunday School House offers accommodation in Shrewsbury, 400 metres from Shrewsbury Castle and 500 metres from Shrewsbury Town Council.",Sunday School House 2 Swan Hill,,,Shrewsbury,Shropshire,SY1 1NL,UK,,,,,SY1,Apartment,Hosted by Jo,Entire Apartment
Pass the Keys Brand new 2 bedroom apartment with parking,"Pass the Keys Brand new 2 bedroom apartment with parking is located in Shrewsbury, 26 km from Telford International Centre, 1.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2ET,UK,,,,,SY1,Apartment,,Entire Apartment
Quarry View Garden Studio in Shrewsbury with Parking,"Situated in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, Quarry View Garden Studio in Shrewsbury with Parking features...",Quarry View,,,Shrewsbury,Shropshire,SY3 8JL,UK,,,,,SY3,Apartment,,Entire Apartment
30 Poplar Close,"Located 25 km from Telford International Centre, 30 Poplar Close provides accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2UU,UK,,,,,SY1,Holiday home,,Entire Home
Eastridge Glamping - Camping Pods,"Situated within 38 km of Ironbridge Gorge and 39 km of Telford International Centre in Shrewsbury, Eastridge Glamping - Camping Pods features accommodation...",Habberley Road,,,Shrewsbury,Shropshire,SY5 0TP,UK,,,,,SY5,Campsite,,
ryton grange church barn sleeps 5,"Located in Shrewsbury in the Shropshire region, ryton grange church barn sleeps 5 provides accommodation with free WiFi and free private parking.",RYTON GRANGE,RYTON,NR DORRINGTON,Shrewsbury,Shropshire,SY5 7LW,UK,,,,,SY5,Holiday home,Hosted by emma and richard,Entire Home
"Burlington Place, Shrewsbury. 2 bedroom, private parking, 5 minutes from town","Set in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, Burlington Place, Shrewsbury.",9 Burlington Place,,,Shrewsbury,Shropshire,SY3 7LF,UK,,,,,SY3,Apartment,Hosted by Jessica,Entire Apartment
Cul-de-sac Creations,"Offering a garden, a terrace and free WiFi, Cul-de-sac Creations is a recently renovated apartment 25 km from Telford International Centre and 27 km from...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 3JL,UK,,,,,SY1,Apartment,,Entire Apartment
Mountain Edge Resort Lodge 3,"Boasting a hot tub, Mountain Edge Resort Lodge 3 is set in Church Stretton.",Mountain Edge,,,Church Stretton,Shropshire,SY6 6QE,UK,,,,,SY6,Holiday home,,Entire Home
Pass the Keys Central cosy home 5 minutes walk from Shrewsbury,"Situated in Shrewsbury in the Shropshire region, Pass the Keys Central cosy home 5 minutes walk from Shrewsbury has a patio.",Shrewsbury,,,Shrewsbury,Shropshire,SY2 6AJ,UK,,,,,SY2,Holiday home,,Entire Home
Pass the Keys Stylish modern two bedroom home in Shrewsbury,"Situated in Shrewsbury in the Shropshire region, Pass the Keys Stylish modern two bedroom home in Shrewsbury has a patio.",Shrewsbury,,,Shrewsbury,Shropshire,SY2 6JF,UK,,,,,SY2,Holiday home,,Entire Home
The Stables,"Located in Church Stretton and only 26 km from Ironbridge Gorge, The Stables provides accommodation with garden views, free WiFi and free private parking.",Hope bowdler house,,,Church Stretton,Shropshire,SY6 7DD,UK,,,,,SY6,Holiday home,,Entire Home
Pass the Keys Cosy and romantic barn with countryside views,"Offering a garden and garden view, Pass the Keys Cosy and romantic barn with countryside views is situated in Shrewsbury, 33 km from Telford International...",Shrewsbury,,,Shrewsbury,Shropshire,SY3 0BW,UK,,,,,SY3,Holiday home,,Entire Home
1 Bed in Church Stretton 90929,"1 Bed in Church Stretton 90929 is set in All Stretton, 19 km from Stokesay Castle, 20 km from Attingham Park, as well as 30 km from Ludlow Castle.","The Pod
Brook House Farm
Lower Wood
All Stretton",,,All Stretton,Shropshire,SY6 6LF,UK,,,,,SY6,Holiday home,,Entire Home
Parrs Meadow Cottage,"Set in Pitchford in the Shropshire region, Parrs Meadow Cottage is a 5-star property featuring free WiFi. The accommodation is 24 km from Telford.",Pitchford,,,Pitchford,Shropshire,SY5 7DW,UK,,,,,SY5,Holiday home,,Entire Home
Lower Barn,"Lower Barn is situated in Wistanstow, 6.3 km from Stokesay Castle, 18 km from Ludlow Castle, and 22 km from Clun Castle.",Wistanstow,,,Wistanstow,Shropshire,SY6 6QD,UK,,,,,SY6,Holiday home,,Entire Home
Shire Cottage,"Located in Shrewsbury in the Shropshire region, Shire Cottage provides accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 8PW,UK,,,,,SY5,Holiday home,,Entire Home
Byre Cottage,"Byre Cottage, a property with barbecue facilities, is located in Nesscliffe, 39 km from Telford International Centre, 14 km from Shrewsbury Cathedral, as...",Nesscliffe,,,Nesscliffe,Shropshire,SY4 1AX,UK,,,,,SY4,Holiday home,,Entire Home
Hencote Vineyard Glamping Village,"Offering a garden and garden view, Hencote Vineyard Glamping Village is situated in Shrewsbury, 29 km from Telford International Centre and 31 km from...",hencote,crosshill,,Shrewsbury,Shropshire,SY4 3AB,UK,,,,,SY4,Luxury tent,,
Tregarthens,"Tregarthens is situated in Church Stretton, 43 km from Telford International Centre, 14 km from Stokesay Castle, and 22 km from Shrewsbury Cathedral.",Church Stretton,,,Church Stretton,Shropshire,SY6 7BY,UK,,,,,SY6,Holiday home,,Entire Home
Fair View,"Set in Shrewsbury and only 29 km from Telford International Centre, Fair View offers accommodation with quiet street views, free WiFi and free private...",28 Farmlodge Lane,,,Shrewsbury,Shropshire,SY1 3ST,UK,,,,,SY1,Holiday home,Hosted by Keith,Entire Home
The Garden House,"The Garden House is located in Shrewsbury, 29 km from Telford International Centre, 3.7 km from Shrewsbury Cathedral, and 11 km from Attingham Park.",47 Copthorne Park,,,Shrewsbury,Shropshire,SY3 8TH,UK,,,,,SY3,Apartment,Hosted by Mike Bazeley & Dawn Harrison,Entire Apartment
10 Bromleys Court,"Located in Church Stretton and only 28 km from Ironbridge Gorge, 10 Bromleys Court provides accommodation with quiet street views, free WiFi and free...",10 Bromleys Court Church Stretton,,,Church Stretton,Shropshire,SY6 7BE,UK,,,,,SY6,Apartment,Hosted by Sarah Haddleton,Entire Apartment
Rita's Luxury Retreat with Swedish Hot tub,"Situated in Shrewsbury, Rita's Luxury Retreat with Swedish Hot tub features accommodation with private pool, free WiFi and free private parking for guests...",The Lodge @ The Beeches Pulverbatch,,,Shrewsbury,Shropshire,SY5 8DH,UK,,,,,SY5,Holiday home,Hosted by Mr and Mrs Glorman  Ritas Retreat @ The Beeches,Entire Home
Swallow Barn,"Swallow Barn is set in Walford, 42 km from Ironbridge Gorge, 18 km from Shrewsbury Cathedral, as well as 20 km from Whittington Castle.",Walford,,,Walford,Shropshire,SY4 3SA,UK,,,,,SY4,Holiday home,,Entire Home
Lindens Annexe,"Set 43 km from Ironbridge Gorge, Lindens Annexe offers accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0AL,UK,,,,,SY5,Holiday home,,Entire Home
"Pass the Keys Charming 2 bedroom town house, perfectly located","Pass the Keys Charming 2 bedroom town house, perfectly located is set in Shrewsbury, 27 km from Telford International Centre, 400 metres from Shrewsbury...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 1NQ,UK,,,,,SY1,Holiday home,,Entire Home
The Little Cygnet on Swan Hill,"Located in Shrewsbury, 26 km from Ironbridge Gorge and 27 km from Telford International Centre, The Little Cygnet on Swan Hill provides quiet street views...",15A Swan Hill,,,Shrewsbury,Shropshire,SY1 1NL,UK,,,,,SY1,Apartment,Hosted by Jo Henshaw owner and founder of Stayinshrewsbury,Entire Apartment
Piglets Place - E4300,"Situated 34 km from Ironbridge Gorge and 35 km from Telford International Centre in Cardeston, Piglets Place - E4300 offers accommodation with a kitchen.",Cardeston,,,Cardeston,Shropshire,SY5 0UY,UK,,,,,SY5,Holiday home,,Entire Home
Pass the Keys Central cosy home 5 minutes walk from Shrewsbury,"Situated in Shrewsbury in the Shropshire region, Pass the Keys Central cosy home 5 minutes walk from Shrewsbury has a patio.",Shrewsbury,,,Shrewsbury,Shropshire,SY2 6AJ,UK,,,,,SY2,Holiday home,,Entire Home
Shepherds Hut at Lythwood,"Shepherds Hut at Lythwood, a property with a garden, is situated in Shrewsbury, 28 km from Telford International Centre, 6.",Shrewsbury,,,Shrewsbury,Shropshire,SY3 0AB,UK,,,,,SY3,Holiday home,,Entire Home
Keepers Cottage,"Keepers Cottage is situated in Picklescott, 21 km from Attingham Park, 23 km from Stokesay Castle, and 29 km from Clun Castle.",Picklescott,,,Picklescott,Shropshire,SY6 6NP,UK,,,,,SY6,Holiday home,,Entire Home
Mossy Lodge,"Situated 48 km from Ironbridge Gorge, Mossy Lodge features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0HJ,UK,,,,,SY5,Holiday home,,Entire Home
"Besford Square, Shrewsbury Town","Besford Square, Shrewsbury Town is set in Shrewsbury, 26 km from Telford International Centre, less than 1 km from Shrewsbury Cathedral, and 7.",14 Besford Square,,,Shrewsbury,Shropshire,SY3 7PG,UK,,,,,SY3,Holiday home,,Entire Home
Lindens Annexe,"Set 43 km from Ironbridge Gorge, Lindens Annexe offers accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0AL,UK,,,,,SY5,Holiday home,,Entire Home
At Home,"Located in Shrewsbury, the recently renovated At Home provides accommodation 25 km from Ironbridge Gorge and 26 km from Telford International Centre.",18 Castle Street,,,Shrewsbury,Shropshire,SY1 2AZ,UK,,,,,SY1,Apartment,,Apartments
The Hayloft,"Featuring a hot tub, The Hayloft is situated in Shelve.",Shelve,,,Shelve,Shropshire,SY5 0LZ,UK,,,,,SY5,Holiday home,,Entire Home
Pass the Keys 5B One bedrom Central Modern Apartment,"Pass the Keys 5B One bedrom Central Modern Apartment is set in Shrewsbury, 26 km from Ironbridge Gorge, 27 km from Telford International Centre, as well as...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 1PN,UK,,,,,SY1,Apartment,,Entire Apartment
ryton grange church barn sleeps 5,"Located in Shrewsbury in the Shropshire region, ryton grange church barn sleeps 5 provides accommodation with free WiFi and free private parking.",RYTON GRANGE,RYTON,NR DORRINGTON,Shrewsbury,Shropshire,SY5 7LW,UK,,,,,SY5,Holiday home,Hosted by emma and richard,Entire Home
Cherry Orchard,"Cherry Orchard in Shrewsbury provides accommodation with free WiFi, 1 km from Shrewsbury Abbey, 2 km from Shrewsbury College of Arts and Technology and 1...",30 Cleveland Street,,,Shrewsbury,Shropshire,SY2 5DN,UK,,,,,SY2,Holiday home,,Entire Home
Cherry Pod,"Located 29 km from Ironbridge Gorge, Cherry Pod provides accommodation with free WiFi and free private parking. The property is around 5.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 8BQ,UK,,,,,SY5,Holiday home,,Entire Home
The Brewhouse,"Situated in Church Stretton in the Shropshire region, The Brewhouse features accommodation with free WiFi and free private parking.",Church Stretton,,,Church Stretton,Shropshire,SY6 6PS,UK,,,,,SY6,Holiday home,,Entire Home
The Old Three Pigeons,"Situated in Nesscliffe, in a historic building, 39 km from Ironbridge Gorge, The Old Three Pigeons is an apartment with a garden and terrace.",Nesscliffe,,,Nesscliffe,Shropshire,SY4 1DB,UK,,,,,SY4,Apartment,,Entire Apartment
Oak Lodge,"Boasting a sauna, Oak Lodge is set in Hadnall. The property is around 28 km from Ironbridge Gorge, 6.",Hadnall,,,Hadnall,Shropshire,SY4 4AA,UK,,,,,SY4,Holiday home,,Entire Home
Riverdale,"Set 26 km from Telford International Centre, 1.8 km from Shrewsbury Cathedral and 7.",Shrewsbury,,,Shrewsbury,Shropshire,SY2 5EE,UK,,,,,SY2,Holiday home,,Entire Home
Fair View,"Set in Shrewsbury and only 29 km from Telford International Centre, Fair View offers accommodation with quiet street views, free WiFi and free private...",28 Farmlodge Lane,,,Shrewsbury,Shropshire,SY1 3ST,UK,,,,,SY1,Holiday home,Hosted by Keith,Entire Home
Shrewsbury Square - 2 Bedroom Second Floor Apartment - Perfect Central Location for Exploring Shrewsbury,"Situated in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, Shrewsbury Square - 2 Bedroom Second Floor Apartment - Perfect Central...",6 Gullet Passage Apartment 2,,,Shrewsbury,Shropshire,SY1 1LA,UK,,,,,SY1,Apartment,,Entire Apartment
Shrewsbury Square - 2 Bedroom Second Floor Apartment - Perfect Central Location for Exploring Shrewsbury,"Situated in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, Shrewsbury Square - 2 Bedroom Second Floor Apartment - Perfect Central...",6 Gullet Passage Apartment 2,,,Shrewsbury,Shropshire,SY1 1LA,UK,,,,,SY1,Apartment,,Entire Apartment
Pass the Keys Modern flat a short walk from Shrewsbury centre,"Offering a terrace and garden view, Pass the Keys Modern flat a short walk from Shrewsbury centre is situated in Shrewsbury, 25 km from Telford...",Shrewsbury,,,Shrewsbury,Shropshire,SY3 7BY,UK,,,,,SY3,Apartment,,Entire Apartment
Creamore Grove Wem Shrewsbury,"Located in Wem, Creamore Grove Wem Shrewsbury is a recently renovated accommodation, 39 km from Telford International Centre and 42 km from Ironbridge...",Whitchurch Road,,,Wem,Shropshire,SY4 5AQ,UK,,,,,SY4,Holiday home,Hosted by Charlotte,Entire Home
The Brewhouse,"Situated in Church Stretton in the Shropshire region, The Brewhouse features accommodation with free WiFi and free private parking.",Church Stretton,,,Church Stretton,Shropshire,SY6 6PS,UK,,,,,SY6,Holiday home,,Entire Home
The shepherds hut,"Offering a terrace and garden view, The shepherds hut is situated in Shrewsbury, 32 km from Telford International Centre and 10 km from Shrewsbury...",Smallbatch cottage,Exfords green,longden,Shrewsbury,Shropshire,SY5 8HG,UK,,,,,SY5,Luxury tent,,
Pass the Keys Brand new 2 bedroom apartment with parking,"Pass the Keys Brand new 2 bedroom apartment with parking is located in Shrewsbury, 26 km from Telford International Centre, 1.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2ET,UK,,,,,SY1,Apartment,,Entire Apartment
4 Bedroom Townhouse 10mins walk from Shrewsbury Town Centre with Parking,"4 Bedroom Townhouse 10mins walk from Shrewsbury Town Centre with Parking, a property with a garden and a terrace, is located in Shrewsbury, 26 km from...",22 Beddow Close,,,Shrewsbury,Shropshire,SY1 2NX,UK,,,,,SY1,Holiday home,Hosted by Tom At Effective Stays Ltd,Entire Home
Farmhouse studio near Shrewsbury,"Offering a garden and mountain view, Farmhouse studio near Shrewsbury is situated in Shrewsbury, 37 km from Ironbridge Gorge and 48 km from Trentham...",Hill Farm,Clive,Shrewsbury Shopshire,Shrewsbury,Shropshire,SY4 5PX,UK,,,,,SY4,Bed and breakfast,Hosted by Louise Worthington,
Rose Hill,"Set in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, Rose Hill offers accommodation with free WiFi and free private parking.",17 Porthill Drive,,,Shrewsbury,Shropshire,SY3 8RP,UK,,,,,SY3,Holiday home,Hosted by Kerry,Entire Home
Cherry Pod 2,"Situated in Shrewsbury in the Shropshire region, Cherry Pod 2 features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 8BQ,UK,,,,,SY5,Holiday home,,Entire Home
Mountain Edge Resort Mega pod 1,"Boasting a hot tub, Mountain Edge Resort Mega pod 1 is located in Church Stretton.",Mountain Edge,,,Church Stretton,Shropshire,SY6 6QE,UK,,,,,SY6,Holiday home,,Entire Home
Pass the Keys 4 Bedroom home close to town,"Situated in Shrewsbury in the Shropshire region, Pass the Keys 4 Bedroom home close to town features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2TE,UK,,,,,SY1,Holiday home,,Entire Home
"Buckley Farm, Barn 2 - Uk36586","Situated in Oswestry and only 42 km from Ironbridge Gorge, Buckley Farm, Barn 2 - Uk36586 features accommodation with river views, free WiFi and free...",Oswestry,,,Oswestry,Shropshire,SY4 1BU,UK,,,,,SY4,Holiday home,,Entire Home
Cosy Shepherd's Hut with Hot Tub,"Situated in Church Stretton in the Shropshire region, Cosy Shepherd's Hut with Hot Tub features accommodation with free WiFi and free private parking, as...",Acton Scott Escapes,Hatton Grove Farm Track,Hatton,Church Stretton,Shropshire,SY6 6QP,UK,,,,,SY6,Holiday home,,Entire Home
Ravelstone,"Located in Church Stretton in the Shropshire region, Ravelstone features a patio.",5 Shrewsbury Road,,,Church Stretton,Shropshire,SY6 6JA,UK,,,,,SY6,Holiday home,,Entire Home
4 Bedroom Townhouse 10mins walk from Shrewsbury Town Centre with Parking,"4 Bedroom Townhouse 10mins walk from Shrewsbury Town Centre with Parking, a property with a garden and a terrace, is located in Shrewsbury, 26 km from...",22 Beddow Close,,,Shrewsbury,Shropshire,SY1 2NX,UK,,,,,SY1,Holiday home,Hosted by Tom At Effective Stays Ltd,Entire Home
Kemps Eye Cottage,"Kemps Eye Cottage, a property with a garden and barbecue facilities, is situated in Shrewsbury, 27 km from Telford International Centre, 1.",Shrewsbury,,,Shrewsbury,Shropshire,SY3 7QW,UK,,,,,SY3,Holiday home,,Entire Home
Parrs Meadow Cottage,"Set in Pitchford in the Shropshire region, Parrs Meadow Cottage is a 5-star property featuring free WiFi. The accommodation is 24 km from Telford.",Pitchford,,,Pitchford,Shropshire,SY5 7DW,UK,,,,,SY5,Holiday home,,Entire Home
Honeysuckle Cottage,"Honeysuckle Cottage, a property with a garden, is located in Minsterley, 20 km from Shrewsbury Cathedral, 23 km from Attingham Park, as well as 31 km from...",Minsterley,,,Minsterley,Shropshire,SY5,UK,,,,,SY5,Holiday home,,Entire Home
Shrewsbury Townhouse with Parking,"Located in Harlescott and only 24 km from Telford International Centre, Shrewsbury Townhouse with Parking provides accommodation with quiet street views,...",1 Old Heath,,,Harlescott,Shropshire,SY1 4SB,UK,,,,,SY1,Holiday home,,Entire Home
Pass the Keys Contemporary Apartment with Secure Parking,"Pass the Keys Contemporary Apartment with Secure Parking is located in Shrewsbury, 26 km from Telford International Centre, 1.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2ET,UK,,,,,SY1,Apartment,,Entire Apartment
The annex at 44 Belvidere Road,"Situated in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, The annex at 44 Belvidere Road features accommodation with free WiFi and...",44 Belvidere Road,,,Shrewsbury,Shropshire,SY2 5LX,UK,,,,,SY2,Apartment,,Entire Apartment
Dragonfly Lodge,"Dragonfly Lodge, a property with a garden, is set in Shrewsbury, 48 km from Telford International Centre, 24 km from Shrewsbury Cathedral, as well as 27 km...",Shrewsbury,,,Shrewsbury,Shropshire,SY5 9JP,UK,,,,,SY5,Holiday home,,Entire Home
Pass the Keys 3 bedroom home within walking distance of town,"Set in Shrewsbury in the Shropshire region, Pass the Keys 3 bedroom home within walking distance of town features a patio.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2JQ,UK,,,,,SY1,Holiday home,,Entire Home
11 Callow Crescent,"11 Callow Crescent is situated in Minsterley, 39 km from Ironbridge Gorge, and features a patio, garden, and free WiFi.",11 Callow Crescent,,,Minsterley,Shropshire,SY5 0BY,UK,,,,,SY5,Holiday home,Hosted by AL,Entire Home
Sunday School House,"Sunday School House offers accommodation in Shrewsbury, 400 metres from Shrewsbury Castle and 500 metres from Shrewsbury Town Council.",Sunday School House 2 Swan Hill,,,Shrewsbury,Shropshire,SY1 1NL,UK,,,,,SY1,Apartment,Hosted by Jo,Entire Apartment
Pass the Keys 5B One bedrom Central Modern Apartment,"Pass the Keys 5B One bedrom Central Modern Apartment is set in Shrewsbury, 26 km from Ironbridge Gorge, 27 km from Telford International Centre, as well as...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 1PN,UK,,,,,SY1,Apartment,,Entire Apartment
Abbey View Shrewsbury,"Located in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, Abbey View Shrewsbury provides accommodation with free WiFi and free...",9 Whitehall Street,,,Shrewsbury,Shropshire,SY2 5AD,UK,,,,,SY2,Holiday home,,Entire Home
Anton Guest House Bed and Breakfast,This former Victorian Gentleman's residence is located 10 minutes’ walk from Shrewsbury town centre.,1 Canon St,,,Shrewsbury,Shropshire,SY2 5HG,UK,,,,,SY2,Bed and breakfast,Hosted by Louise Warman,
EASTRIDGE GLAMPING,"Featuring a garden and views of garden, EASTRIDGE GLAMPING is a recently renovated chalet located in Shrewsbury, 38 km from Ironbridge Gorge.",Eastridge Glamping,,,Shrewsbury,Shropshire,SY5 0TP,UK,,,,,SY5,Chalet,Hosted by Deborah Pinches,Houses
4 Bedroom House. Close to Shrewsbury Town Centre,"4 Bedroom House. Close to Shrewsbury Town Centre, a property with a garden, is located in Shrewsbury, 27 km from Telford International Centre, 1.",2 Coton Crescent,,,Shrewsbury,Shropshire,SY1 2NY,UK,,,,,SY1,Holiday home,,Entire Home
RHUBARB at Drapers Hall,"Located just 25 km from Ironbridge Gorge, RHUBARB at Drapers Hall features accommodation in Shrewsbury with access to a terrace, a bar, as well as a...",Rhubarb at Drapers Hall 10 St Marys Place,,,Shrewsbury,Shropshire,SY1 1DZ,UK,,,,,SY1,Bed and breakfast,,
"2 Bedroom Terrace Cottage, Parking and River Walks","Set 27 km from Telford International Centre, 1.2 km from Shrewsbury Cathedral and 8.",28 Longnor Street,,,Shrewsbury,Shropshire,SY3 8RF,UK,,,,,SY3,Holiday home,Hosted by Tom At Effective Stays Ltd,Entire Home
